,Batch,Cell,Cell_line,Fullname,Place,Platform,Protocol,Protocol2,Read_type,Well,repeat
CL100029125_L01_26,Smart-Seq2 rep2,16,ESC,Smart-Seq2 rep2_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 Smart-Seq2 rep2,PE100,B4,Smart-Seq2 rep2
CL100033235_L01_57,SMARTer,2,ESC,SMARTer_2,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,A2,SMARTer
CL100033235_L01_64,SMARTer,86,ESC,SMARTer_86,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,H2,SMARTer
CL100033235_L01_51,SMARTer,25,ESC,SMARTer_25,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,C1,SMARTer
CL100033235_L01_69,SMARTer,51,ESC,SMARTer_51,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,E3,SMARTer
CL100033235_L01_76,SMARTer,40,ESC,SMARTer_40,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,D4,SMARTer
CL100033235_L01_74,SMARTer,16,ESC,SMARTer_16,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,B4,SMARTer
CL100033235_L01_79,SMARTer,76,ESC,SMARTer_76,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,G4,SMARTer
CL100033235_L01_80,SMARTer,88,ESC,SMARTer_88,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,H4,SMARTer
CL100033235_L01_75,SMARTer,28,ESC,SMARTer_28,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,C4,SMARTer
CL100033235_L01_73,SMARTer,4,ESC,SMARTer_4,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,A4,SMARTer
CL100033235_L01_78,SMARTer,64,ESC,SMARTer_64,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,F4,SMARTer
CL100033235_L01_71,SMARTer,75,ESC,SMARTer_75,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,G3,SMARTer
CL100033235_L01_77,SMARTer,52,ESC,SMARTer_52,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,E4,SMARTer
CL100033235_L01_85,SMARTer,53,ESC,SMARTer_53,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,E5,SMARTer
CL100033235_L01_87,SMARTer,77,ESC,SMARTer_77,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,G5,SMARTer
CL100033235_L01_84,SMARTer,41,ESC,SMARTer_41,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,D5,SMARTer
CL100033235_L01_86,SMARTer,65,ESC,SMARTer_65,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,F5,SMARTer
CL100033235_L01_62,SMARTer,62,ESC,SMARTer_62,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,F2,SMARTer
CL100033235_L01_83,SMARTer,29,ESC,SMARTer_29,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,C5,SMARTer
CL100033235_L01_90,SMARTer,18,ESC,SMARTer_18,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,B6,SMARTer
CL100033235_L01_92,SMARTer,42,ESC,SMARTer_42,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,D6,SMARTer
CL100033235_L01_93,SMARTer,54,ESC,SMARTer_54,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,E6,SMARTer
CL100033235_L01_91,SMARTer,30,ESC,SMARTer_30,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,C6,SMARTer
CL100033235_L01_82,SMARTer,17,ESC,SMARTer_17,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,B5,SMARTer
CL100033235_L01_94,SMARTer,66,ESC,SMARTer_66,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,F6,SMARTer
CL100033235_L01_81,SMARTer,5,ESC,SMARTer_5,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,A5,SMARTer
CL100033235_L01_70,SMARTer,63,ESC,SMARTer_63,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,F3,SMARTer
CL100033235_L01_95,SMARTer,78,ESC,SMARTer_78,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,G6,SMARTer
CL100033235_L01_68,SMARTer,39,ESC,SMARTer_39,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,D3,SMARTer
CL100033235_L01_72,SMARTer,87,ESC,SMARTer_87,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,H3,SMARTer
CL100033235_L01_50,SMARTer,13,ESC,SMARTer_13,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,B1,SMARTer
CL100033235_L02_52,SMARTer,43,ESC,SMARTer_43,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,D7,SMARTer
CL100029125_L02_44,Smart-Seq2 rep2,48,ESC,Smart-Seq2 rep2_48,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 Smart-Seq2 rep2,PE100,D12,Smart-Seq2 rep2
CL100033235_L02_53,SMARTer,55,ESC,SMARTer_55,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,E7,SMARTer
CL100033235_L02_51,SMARTer,31,ESC,SMARTer_31,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,C7,SMARTer
CL100033235_L01_89,SMARTer,6,ESC,SMARTer_6,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,A6,SMARTer
CL100033235_L01_66,SMARTer,15,ESC,SMARTer_15,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,B3,SMARTer
CL100033235_L02_50,SMARTer,19,ESC,SMARTer_19,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,B7,SMARTer
CL100033235_L01_88,SMARTer,89,ESC,SMARTer_89,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,H5,SMARTer
CL100033235_L01_52,SMARTer,37,ESC,SMARTer_37,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,D1,SMARTer
CL100033235_L01_96,SMARTer,90,ESC,SMARTer_90,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,H6,SMARTer
CL100033235_L02_57,SMARTer,8,ESC,SMARTer_8,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,A8,SMARTer
CL100033235_L02_49,SMARTer,7,ESC,SMARTer_7,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,A7,SMARTer
CL100033235_L02_56,SMARTer,91,ESC,SMARTer_91,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,H7,SMARTer
CL100033235_L02_54,SMARTer,67,ESC,SMARTer_67,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,F7,SMARTer
CL100033235_L01_65,SMARTer,3,ESC,SMARTer_3,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,A3,SMARTer
CL100033235_L02_58,SMARTer,20,ESC,SMARTer_20,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,B8,SMARTer
CL100033235_L02_59,SMARTer,32,ESC,SMARTer_32,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,C8,SMARTer
CL100033235_L02_55,SMARTer,79,ESC,SMARTer_79,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,G7,SMARTer
CL100033235_L01_67,SMARTer,27,ESC,SMARTer_27,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,C3,SMARTer
CL100033235_L02_61,SMARTer,56,ESC,SMARTer_56,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,E8,SMARTer
CL100033235_L02_60,SMARTer,44,ESC,SMARTer_44,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,D8,SMARTer
CL100033235_L02_62,SMARTer,68,ESC,SMARTer_68,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,F8,SMARTer
CL100033235_L02_65,SMARTer,9,ESC,SMARTer_9,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,A9,SMARTer
CL100033235_L02_64,SMARTer,92,ESC,SMARTer_92,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,H8,SMARTer
CL100033235_L02_63,SMARTer,80,ESC,SMARTer_80,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,G8,SMARTer
CL100033235_L02_67,SMARTer,33,ESC,SMARTer_33,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,C9,SMARTer
CL100033235_L02_68,SMARTer,45,ESC,SMARTer_45,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,D9,SMARTer
CL100033235_L02_66,SMARTer,21,ESC,SMARTer_21,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,B9,SMARTer
CL100033235_L02_69,SMARTer,57,ESC,SMARTer_57,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,E9,SMARTer
CL100029125_L02_31,Smart-Seq2 rep2,82,ESC,Smart-Seq2 rep2_82,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 Smart-Seq2 rep2,PE100,G10,Smart-Seq2 rep2
CL100033235_L02_72,SMARTer,93,ESC,SMARTer_93,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,H9,SMARTer
CL100033235_L02_70,SMARTer,69,ESC,SMARTer_69,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,F9,SMARTer
CL100033235_L02_73,SMARTer,10,ESC,SMARTer_10,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,A10,SMARTer
CL100033235_L02_75,SMARTer,34,ESC,SMARTer_34,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,C10,SMARTer
CL100033235_L02_71,SMARTer,81,ESC,SMARTer_81,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,G9,SMARTer
CL100033235_L02_74,SMARTer,22,ESC,SMARTer_22,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,B10,SMARTer
CL100033235_L02_76,SMARTer,46,ESC,SMARTer_46,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,D10,SMARTer
CL100033235_L02_77,SMARTer,58,ESC,SMARTer_58,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,E10,SMARTer
CL100033235_L02_80,SMARTer,94,ESC,SMARTer_94,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,H10,SMARTer
CL100033235_L02_79,SMARTer,82,ESC,SMARTer_82,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,G10,SMARTer
CL100033235_L02_78,SMARTer,70,ESC,SMARTer_70,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,F10,SMARTer
CL100033235_L02_81,SMARTer,11,ESC,SMARTer_11,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,A11,SMARTer
CL100033235_L02_82,SMARTer,23,ESC,SMARTer_23,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,B11,SMARTer
CL100033235_L02_84,SMARTer,47,ESC,SMARTer_47,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,D11,SMARTer
CL100033235_L02_83,SMARTer,35,ESC,SMARTer_35,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,C11,SMARTer
CL100033235_L02_87,SMARTer,83,ESC,SMARTer_83,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,G11,SMARTer
CL100033235_L02_86,SMARTer,71,ESC,SMARTer_71,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,F11,SMARTer
CL100033235_L02_85,SMARTer,59,ESC,SMARTer_59,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,E11,SMARTer
CL100033235_L02_88,SMARTer,95,ESC,SMARTer_95,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,H11,SMARTer
CL100033235_L02_90,SMARTer,24,ESC,SMARTer_24,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,B12,SMARTer
CL100033235_L02_94,SMARTer,72,ESC,SMARTer_72,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,F12,SMARTer
CL100033235_L02_91,SMARTer,36,ESC,SMARTer_36,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,C12,SMARTer
CL100033235_L02_95,SMARTer,84,ESC,SMARTer_84,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,G12,SMARTer
CL100033235_L02_93,SMARTer,60,ESC,SMARTer_60,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,E12,SMARTer
CL100033235_L02_96,SMARTer,96,ESC,SMARTer_96,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,H12,SMARTer
CL100033235_L02_89,SMARTer,12,ESC,SMARTer_12,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,A12,SMARTer
CL100033235_L02_92,SMARTer,48,ESC,SMARTer_48,China,BGISEQ-500,SMARTer,BGISEQ-500 SMARTer,PE100,D12,SMARTer
CL100020213_L01_1,K562_A1_S50_B,1,K562,K562_A1_S50_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_2,K562_A1_S50_B,2,K562,K562_A1_S50_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_3,K562_A1_S50_B,3,K562,K562_A1_S50_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_4,K562_A1_S50_B,4,K562,K562_A1_S50_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_5,K562_A1_S50_B,5,K562,K562_A1_S50_B_05,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_6,K562_A1_S50_B,6,K562,K562_A1_S50_B_06,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_7,K562_A1_S50_B,7,K562,K562_A1_S50_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_8,K562_A1_S50_B,8,K562,K562_A1_S50_B_08,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_10,K562_A1_S50_B,10,K562,K562_A1_S50_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_11,K562_A1_S50_B,11,K562,K562_A1_S50_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_12,K562_A1_S50_B,12,K562,K562_A1_S50_B_12,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_13,K562_A1_S50_B,13,K562,K562_A1_S50_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_14,K562_A1_S50_B,14,K562,K562_A1_S50_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_15,K562_A1_S50_B,15,K562,K562_A1_S50_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_16,K562_A1_S50_B,16,K562,K562_A1_S50_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_17,K562_A1_S50_B,17,K562,K562_A1_S50_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_18,K562_A1_S50_B,18,K562,K562_A1_S50_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_19,K562_A1_S50_B,19,K562,K562_A1_S50_B_19,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_20,K562_A1_S50_B,20,K562,K562_A1_S50_B_20,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_21,K562_A1_S50_B,21,K562,K562_A1_S50_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_22,K562_A1_S50_B,22,K562,K562_A1_S50_B_22,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_24,K562_A1_S50_B,24,K562,K562_A1_S50_B_24,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_25,K562_A1_S50_B,25,K562,K562_A1_S50_B_25,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_26,K562_A1_S50_B,26,K562,K562_A1_S50_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_27,K562_A1_S50_B,27,K562,K562_A1_S50_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_28,K562_A1_S50_B,28,K562,K562_A1_S50_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_29,K562_A1_S50_B,29,K562,K562_A1_S50_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_30,K562_A1_S50_B,30,K562,K562_A1_S50_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_31,K562_A1_S50_B,31,K562,K562_A1_S50_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_32,K562_A1_S50_B,32,K562,K562_A1_S50_B_32,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_33,K562_A1_S50_B,33,K562,K562_A1_S50_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_34,K562_A1_S50_B,34,K562,K562_A1_S50_B_34,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_35,K562_A1_S50_B,35,K562,K562_A1_S50_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_36,K562_A1_S50_B,36,K562,K562_A1_S50_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_37,K562_A1_S50_B,37,K562,K562_A1_S50_B_37,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_39,K562_A1_S50_B,39,K562,K562_A1_S50_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_40,K562_A1_S50_B,40,K562,K562_A1_S50_B_40,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_41,K562_A1_S50_B,41,K562,K562_A1_S50_B_41,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_42,K562_A1_S50_B,42,K562,K562_A1_S50_B_42,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_43,K562_A1_S50_B,43,K562,K562_A1_S50_B_43,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_44,K562_A1_S50_B,44,K562,K562_A1_S50_B_44,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_45,K562_A1_S50_B,45,K562,K562_A1_S50_B_45,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_46,K562_A1_S50_B,46,K562,K562_A1_S50_B_46,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_47,K562_A1_S50_B,47,K562,K562_A1_S50_B_47,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100020213_L01_48,K562_A1_S50_B,48,K562,K562_A1_S50_B_48,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE50,UNK,K562 Seuqencing rep1
CL100022456_L01_1,K562_A1_S100_B,1,K562,K562_A1_S100_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_2,K562_A1_S100_B,2,K562,K562_A1_S100_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_3,K562_A1_S100_B,3,K562,K562_A1_S100_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_4,K562_A1_S100_B,4,K562,K562_A1_S100_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_5,K562_A1_S100_B,5,K562,K562_A1_S100_B_05,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_6,K562_A1_S100_B,6,K562,K562_A1_S100_B_06,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_7,K562_A1_S100_B,7,K562,K562_A1_S100_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_8,K562_A1_S100_B,8,K562,K562_A1_S100_B_08,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_10,K562_A1_S100_B,10,K562,K562_A1_S100_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_11,K562_A1_S100_B,11,K562,K562_A1_S100_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_12,K562_A1_S100_B,12,K562,K562_A1_S100_B_12,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_13,K562_A1_S100_B,13,K562,K562_A1_S100_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_14,K562_A1_S100_B,14,K562,K562_A1_S100_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_15,K562_A1_S100_B,15,K562,K562_A1_S100_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_16,K562_A1_S100_B,16,K562,K562_A1_S100_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_17,K562_A1_S100_B,17,K562,K562_A1_S100_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_18,K562_A1_S100_B,18,K562,K562_A1_S100_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_19,K562_A1_S100_B,19,K562,K562_A1_S100_B_19,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_20,K562_A1_S100_B,20,K562,K562_A1_S100_B_20,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_21,K562_A1_S100_B,21,K562,K562_A1_S100_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_22,K562_A1_S100_B,22,K562,K562_A1_S100_B_22,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_24,K562_A1_S100_B,24,K562,K562_A1_S100_B_24,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_25,K562_A1_S100_B,25,K562,K562_A1_S100_B_25,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
